source,target,relation,structural
player_0196,playerModel_0196,isClassifiedBy,False
instrPlan_0134,strategy_0134,strategicTutoring,False
studentModel_0086,player_0086,includes,False
gamModel_0040,progLoop_0040,hasActivityLoops,False
playerModel_0193,player_0193,classifiesPlayer,False
instrPlan_0093,strategy_0093,strategicTutoring,False
studentModel_0130,player_0130,includes,False
leadsToEffectiveness,Badges,domain,False
studentModel_0017,player_0017,includes,False
targetBehavior_0109,metric_0325,hasMetric,False
gamModel_0028,progLoop_0028,hasActivityLoops,False
targetBehavior_0273,metric_0161,hasMetric,False
targetBehavior_0112,metric_0075,hasMetric,False
instrPlan_0084,strategy_0084,strategicTutoring,False
player_0097,playerModel_0097,isClassifiedBy,False
player_0048,playerType_0048,isDescribedByType,False
player_0017,playerModel_0017,isClassifiedBy,False
targetBehavior_0319,metric_0271,hasMetric,False
targetBehavior_0287,metric_0485,hasMetric,False
playerType_0146,player_0146,describesPlayer,False
instrPlan_0177,strategy_0177,strategicTutoring,False
designPractice_0022,theme_0015,hasGameElement,False
instrPlan_0192,sequencing_0192,has_Sequencing,False
gamModel_0037,engLoop_0037,hasActivityLoops,False
gado_full.owl,gado_core.owl,imports,False
designPractice_0036,targetBehavior_0060,hasTargetBehavior,False
gamifiedITS_0053,instrPlan_0102,hasPedagogicalModel,False
instrPlan_0013,strategy_0013,strategicTutoring,False
targetBehavior_0318,metric_0293,hasMetric,False
player_0066,playerType_0066,isDescribedByType,False
Yee_Advancement,Thing,subClassOf,True
SDT_Autonomy,Thing,subClassOf,True
CategoryPerformance,Target_Behavior_Category,subClassOf,True
playerModel_0101,player_0101,classifiesPlayer,False
tactic,Tactic,domain,False
Socializer,Thing,subClassOf,True
abilityScoreStandardDeviation,Domain,domain,False
targetBehavior_0050,metric_0297,hasMetric,False
designPractice_0034,targetBehavior_0052,hasTargetBehavior,False
targetBehavior_0352,metric_0420,hasMetric,False
studentModel_0028,player_0028,includes,False
studentModel_0175,player_0175,includes,False
instrPlan_0043,strategy_0043,strategicTutoring,False
player_0177,playerModel_0177,isClassifiedBy,False
playerType_0154,player_0154,describesPlayer,False
CompositeResource,Thing,subClassOf,True
isUsedFor,Metric,domain,False
playerModel_0015,player_0015,classifiesPlayer,False
targetBehavior_0054,metric_0136,hasMetric,False
gamifiedITS_0013,instrPlan_0035,hasPedagogicalModel,False
player_0172,playerModel_0172,isClassifiedBy,False
studentModel_0069,player_0069,includes,False
describesPlayer,isDescribedByType,inverseOf,False
instrPlan_0105,strategy_0105,strategicTutoring,False
targetBehavior_0203,metric_0405,hasMetric,False
studentModel_0008,behavKnowledge_0008,hasBehaviouralKnowledge,False
instrPlan_0039,strategy_0039,strategicTutoring,False
targetBehavior_0247,metric_0366,hasMetric,False
instrPlan_0147,sequencing_0147,has_Sequencing,False
targetBehavior_0053,metric_0284,hasMetric,False
Form,Thing,subClassOf,True
gamModel_0006,engLoop_0006,hasActivityLoops,False
instrPlan_0072,strategy_0072,strategicTutoring,False
targetBehavior_0076,metric_0163,hasMetric,False
studentModel_0185,behavKnowledge_0185,hasBehaviouralKnowledge,False
playerModel_0184,player_0184,classifiesPlayer,False
designPractice_0032,targetBehavior_0371,hasTargetBehavior,False
leadsToPerformance,CategoryPerformance,range,False
SDT_Competence,Thing,subClassOf,True
targetBehavior_0141,metric_0119,hasMetric,False
has_ProblemNext,ProblemUnit,domain,False
targetBehavior_0209,metric_0303,hasMetric,False
targetBehavior_0380,metric_0092,hasMetric,False
playerModel_0107,player_0107,classifiesPlayer,False
studentModel_0061,behavKnowledge_0061,hasBehaviouralKnowledge,False
playerType_0173,player_0173,describesPlayer,False
leadsToEnjoyment,Points,domain,False
Constraints,GDE_Dynamic,subClassOf,True
playerModel_0009,player_0009,classifiesPlayer,False
designPractice_0033,transactions_0018,hasGameElement,False
player_0045,playerType_0045,isDescribedByType,False
instrPlan_0099,sequencing_0099,has_Sequencing,False
isClassifiedBy,Player,domain,False
targetBehavior_0182,metric_0213,hasMetric,False
ProblemNext,THINGInstrutionalPlan,subClassOf,True
playerType_0119,player_0119,describesPlayer,False
playerModel_0028,player_0028,classifiesPlayer,False
targetBehavior_0250,metric_0401,hasMetric,False
archetypeLikes,string,range,False
player_0013,playerType_0013,isDescribedByType,False
targetBehavior_0146,metric_0037,hasMetric,False
instrPlan_0155,sequencing_0155,has_Sequencing,False
player_0094,playerType_0094,isDescribedByType,False
gamModel_0001,engLoop_0001,hasActivityLoops,False
targetBehavior_0400,metric_0005,hasMetric,False
Cooperation,Thing,subClassOf,True
player_0036,playerModel_0036,isClassifiedBy,False
targetBehavior_0263,metric_0560,hasMetric,False
isChildOf_Tactic,isParentOf_Tactic,inverseOf,False
EvaluationResource,Thing,subClassOf,True
leadsToPerformance,Leaderboards,domain,False
targetBehavior_0096,metric_0223,hasMetric,False
instrPlan_0197,sequencing_0197,has_Sequencing,False
gamifiedITS_0052,gamModel_0004,hasGamificationModel,False
studentModel_0003,player_0003,includes,False
MatchColumnAnswer,Thing,subClassOf,True
playerType_0090,player_0090,describesPlayer,False
THINGCurriculum,Thing,subClassOf,True
player_0153,playerModel_0153,isClassifiedBy,False
instrPlan_0103,sequencing_0103,has_Sequencing,False
instrPlan_0024,strategy_0024,strategicTutoring,False
player_0118,playerType_0118,isDescribedByType,False
instrPlan_0049,sequencing_0049,has_Sequencing,False
gamifiedITS_0005,gamModel_0034,hasGamificationModel,False
targetBehavior_0113,metric_0269,hasMetric,False
studentModel_0072,behavKnowledge_0072,hasBehaviouralKnowledge,False
instrPlan_0119,sequencing_0119,has_Sequencing,False
targetBehavior_0221,metric_0484,hasMetric,False
player_0023,playerModel_0023,isClassifiedBy,False
targetBehavior_0131,metric_0381,hasMetric,False
designPractice_0027,badges_0001,hasGameElement,False
targetBehavior_0248,metric_0180,hasMetric,False
targetBehavior_0102,metric_0292,hasMetric,False
designPractice_0041,targetBehavior_0140,hasTargetBehavior,False
designPractice_0020,achievements_0005,hasGameElement,False
instrPlan_0157,strategy_0157,strategicTutoring,False
player_0138,playerType_0138,isDescribedByType,False
designPractice_0008,targetBehavior_0373,hasTargetBehavior,False
studentModel_0040,player_0040,includes,False
studentModel_0193,player_0193,includes,False
player_0193,playerType_0193,isDescribedByType,False
player_0059,playerType_0059,isDescribedByType,False
targetBehavior_0305,metric_0178,hasMetric,False
playerType_0071,player_0071,describesPlayer,False
targetBehavior_0047,metric_0584,hasMetric,False
playerModel_0175,player_0175,classifiesPlayer,False
player_0076,playerModel_0076,isClassifiedBy,False
instrPlan_0086,sequencing_0086,has_Sequencing,False
instrPlan_0075,strategy_0075,strategicTutoring,False
instrPlan_0072,sequencing_0072,has_Sequencing,False
gamifiedITS_0030,instrPlan_0121,hasPedagogicalModel,False
instrPlan_0183,strategy_0183,strategicTutoring,False
instrPlan_0191,strategy_0191,strategicTutoring,False
playerType_0085,player_0085,describesPlayer,False
playerModel_0024,player_0024,classifiesPlayer,False
instrPlan_0199,strategy_0199,strategicTutoring,False
player_0182,playerModel_0182,isClassifiedBy,False
targetBehavior_0386,metric_0200,hasMetric,False
targetBehavior_0350,metric_0167,hasMetric,False
player_0130,playerModel_0130,isClassifiedBy,False
targetBehavior_0141,metric_0522,hasMetric,False
player_0120,playerModel_0120,isClassifiedBy,False
Misconception,Thing,subClassOf,True
designPractice_0036,targetBehavior_0379,hasTargetBehavior,False
playerType_0063,player_0063,describesPlayer,False
playerType_0114,player_0114,describesPlayer,False
player_0126,playerType_0126,isDescribedByType,False
Daredevil,Thing,subClassOf,True
instrPlan_0165,strategy_0165,strategicTutoring,False
gamifiedITS_0032,instrPlan_0122,hasPedagogicalModel,False
player_0056,playerType_0056,isDescribedByType,False
playerModel_0001,player_0001,classifiesPlayer,False
player_0125,playerType_0125,isDescribedByType,False
playerType_0078,player_0078,describesPlayer,False
playerModel_0062,player_0062,classifiesPlayer,False
playerModel_0166,player_0166,classifiesPlayer,False
player_0107,playerModel_0107,isClassifiedBy,False
gamifiedITS_0002,instrPlan_0039,hasPedagogicalModel,False
designPractice_0005,boss_fights_0017,hasGameElement,False
DiscursiveOption,Thing,subClassOf,True
studentModel_0185,player_0185,includes,False
hasGameElement,GDE_Mechanic,range,False
instrPlan_0002,strategy_0002,strategicTutoring,False
targetBehavior_0389,metric_0141,hasMetric,False
isChildOf_Tactic,Tactic,range,False
gamModel_0002,progLoop_0002,hasActivityLoops,False
designPractice_0013,quests_0007,hasGameElement,False
hasGamificationModel,GamifiedITS,domain,False
instrPlan_0138,sequencing_0138,has_Sequencing,False
targetBehavior_0207,metric_0457,hasMetric,False
instrPlan_0144,strategy_0144,strategicTutoring,False
studentModel_0098,player_0098,includes,False
targetBehavior_0003,metric_0030,hasMetric,False
instrPlan_0053,sequencing_0053,has_Sequencing,False
Yee_Mechanics,Thing,subClassOf,True
player_0078,playerType_0078,isDescribedByType,False
instrPlan_0038,sequencing_0038,has_Sequencing,False
isTiedTo,GDE_Mechanic,range,False
targetBehavior_0158,metric_0506,hasMetric,False
designPractice_0001,challenges_0008,hasGameElement,False
designPractice_0004,targetBehavior_0116,hasTargetBehavior,False
designPractice_0007,targetBehavior_0153,hasTargetBehavior,False
player_0090,playerModel_0090,isClassifiedBy,False
player_0125,playerModel_0125,isClassifiedBy,False
instrPlan_0159,sequencing_0159,has_Sequencing,False
playerType_0148,player_0148,describesPlayer,False
SDT_Relatedness,Thing,subClassOf,True
designPractice_0011,cooperation_0015,hasGameElement,False
playerModel_0167,player_0167,classifiesPlayer,False
targetBehavior_0114,metric_0041,hasMetric,False
player_0169,playerModel_0169,isClassifiedBy,False
playerModel_0161,player_0161,classifiesPlayer,False
designPractice_0038,targetBehavior_0225,hasTargetBehavior,False
targetBehavior_0099,metric_0360,hasMetric,False
studentModel_0134,player_0134,includes,False
instrPlan_0183,sequencing_0183,has_Sequencing,False
studentModel_0127,behavKnowledge_0127,hasBehaviouralKnowledge,False
targetBehavior_0094,metric_0169,hasMetric,False
playerModel_0094,player_0094,classifiesPlayer,False
instrPlan_0052,strategy_0052,strategicTutoring,False
targetBehavior_0361,metric_0290,hasMetric,False
targetBehavior_0076,metric_0310,hasMetric,False
gamifiedITS_0006,instrPlan_0107,hasPedagogicalModel,False
studentModel_0147,player_0147,includes,False
targetBehavior_0368,metric_0328,hasMetric,False
instrPlan_0078,sequencing_0078,has_Sequencing,False
instrPlan_0167,strategy_0167,strategicTutoring,False
studentModel_0160,behavKnowledge_0160,hasBehaviouralKnowledge,False
instrPlan_0109,strategy_0109,strategicTutoring,False
studentModel_0121,player_0121,includes,False
studentModel_0123,behavKnowledge_0123,hasBehaviouralKnowledge,False
leadsToExploration,Boss_Fights,domain,False
playerModel_0096,player_0096,classifiesPlayer,False
targetBehavior_0391,metric_0584,hasMetric,False
targetBehavior_0336,metric_0414,hasMetric,False
studentModel_0011,behavKnowledge_0011,hasBehaviouralKnowledge,False
instrPlan_0117,strategy_0117,strategicTutoring,False
instrPlan_0100,sequencing_0100,has_Sequencing,False
leadsToPerformance,Story,domain,False
player_0074,playerType_0074,isDescribedByType,False
gamModel_0014,progLoop_0014,hasActivityLoops,False
targetBehavior_0241,metric_0539,hasMetric,False
instrPlan_0001,strategy_0001,strategicTutoring,False
Content_Unlocking,Thing,subClassOf,True
targetBehavior_0325,metric_0382,hasMetric,False
designPractice_0033,targetBehavior_0234,hasTargetBehavior,False
typeTactic,Tactic,domain,False
player_0070,playerType_0070,isDescribedByType,False
gamifiedITS_0021,gamModel_0018,hasGamificationModel,False
player_0006,playerType_0006,isDescribedByType,False
gamModel_0017,progLoop_0017,hasActivityLoops,False
designPractice_0050,targetBehavior_0007,hasTargetBehavior,False
targetBehavior_0041,metric_0034,hasMetric,False
instrPlan_0115,strategy_0115,strategicTutoring,False
playerModel_0083,player_0083,classifiesPlayer,False
instrPlan_0083,sequencing_0083,has_Sequencing,False
targetBehavior_0364,metric_0284,hasMetric,False
gamifiedITS_0063,gamModel_0012,hasGamificationModel,False
playerType_0050,player_0050,describesPlayer,False
targetBehavior_0246,metric_0499,hasMetric,False
Statement,Thing,subClassOf,True
designPractice_0015,targetBehavior_0328,hasTargetBehavior,False
studentModel_0160,player_0160,includes,False
player_0089,playerType_0089,isDescribedByType,False
designPractice_0001,boss_fights_0012,hasGameElement,False
studentModel_0162,behavKnowledge_0162,hasBehaviouralKnowledge,False
targetBehavior_0152,metric_0048,hasMetric,False
studentModel_0022,behavKnowledge_0022,hasBehaviouralKnowledge,False
targetBehavior_0278,metric_0099,hasMetric,False
player_0119,playerType_0119,isDescribedByType,False
leadsToEffectiveness,Leaderboards,domain,False
studentModel_0022,player_0022,includes,False
leadsToParticipation,Rewards,domain,False
player_0149,playerModel_0149,isClassifiedBy,False
playerType_0183,player_0183,describesPlayer,False
player_0160,playerModel_0160,isClassifiedBy,False
targetBehavior_0159,metric_0560,hasMetric,False
Quests,Thing,subClassOf,True
targetBehavior_0225,metric_0547,hasMetric,False
gamifiedITS_0026,gamModel_0015,hasGamificationModel,False
gamifiedITS_0056,gamModel_0004,hasGamificationModel,False
studentModel_0133,behavKnowledge_0133,hasBehaviouralKnowledge,False
targetBehavior_0290,metric_0558,hasMetric,False
studentModel_0014,behavKnowledge_0014,hasBehaviouralKnowledge,False
playerModel_0052,player_0052,classifiesPlayer,False
playerModel_0145,player_0145,classifiesPlayer,False
loopStatus,Engagement_Loop,domain,False
targetBehavior_0216,metric_0558,hasMetric,False
instrPlan_0145,strategy_0145,strategicTutoring,False
player_0175,playerModel_0175,isClassifiedBy,False
studentModel_0066,behavKnowledge_0066,hasBehaviouralKnowledge,False
player_0066,playerModel_0066,isClassifiedBy,False
studentModel_0110,behavKnowledge_0110,hasBehaviouralKnowledge,False
targetBehavior_0095,metric_0219,hasMetric,False
player_0073,playerModel_0073,isClassifiedBy,False
targetBehavior_0028,metric_0504,hasMetric,False
designPractice_0026,theme_0010,hasGameElement,False
gamifiedITS_0003,instrPlan_0169,hasPedagogicalModel,False
player_0002,playerType_0002,isDescribedByType,False
targetBehavior_0027,metric_0576,hasMetric,False
instrPlan_0156,sequencing_0156,has_Sequencing,False
targetBehavior_0387,metric_0123,hasMetric,False
player_0157,playerModel_0157,isClassifiedBy,False
playerType_0118,player_0118,describesPlayer,False
targetBehavior_0019,metric_0429,hasMetric,False
studentModel_0122,player_0122,includes,False
FillBlanksProblem,Thing,subClassOf,True
instrPlan_0094,strategy_0094,strategicTutoring,False
designPractice_0023,targetBehavior_0262,hasTargetBehavior,False
classifiesPlayer,isClassifiedBy,inverseOf,False
player_0019,playerType_0019,isDescribedByType,False
targetBehavior_0247,metric_0229,hasMetric,False
gamifiedITS_0022,instrPlan_0028,hasPedagogicalModel,False
studentModel_0132,behavKnowledge_0132,hasBehaviouralKnowledge,False
player_0152,playerModel_0152,isClassifiedBy,False
instrPlan_0151,strategy_0151,strategicTutoring,False
playerModel_0014,player_0014,classifiesPlayer,False
instrPlan_0092,sequencing_0092,has_Sequencing,False
gamifiedITS_0044,gamModel_0026,hasGamificationModel,False
instrPlan_0054,sequencing_0054,has_Sequencing,False
instrPlan_0087,sequencing_0087,has_Sequencing,False
designPractice_0004,chances_0020,hasGameElement,False
studentModel_0169,player_0169,includes,False
targetBehavior_0211,metric_0090,hasMetric,False
Player_Action,Thing,subClassOf,True
targetBehavior_0323,metric_0406,hasMetric,False
studentModel_0194,player_0194,includes,False
leadsToParticipation,CategoryParticipation,range,False
instrPlan_0197,strategy_0197,strategicTutoring,False
tiesComponent,GDE_Component,range,False
targetBehavior_0381,metric_0315,hasMetric,False
instrPlan_0102,sequencing_0102,has_Sequencing,False
playerType_0162,player_0162,describesPlayer,False
Error_Misconception,Thing,subClassOf,True
targetBehavior_0230,metric_0361,hasMetric,False
playerModel_0135,player_0135,classifiesPlayer,False
targetBehavior_0236,metric_0225,hasMetric,False
targetBehavior_0248,metric_0388,hasMetric,False
hasGamificationModel,GamificationModel,range,False
targetBehavior_0379,metric_0573,hasMetric,False
studentModel_0105,behavKnowledge_0105,hasBehaviouralKnowledge,False
targetBehavior_0213,metric_0205,hasMetric,False
affordsMotivation,Motivation,range,False
targetBehavior_0180,metric_0417,hasMetric,False
instrPlan_0053,strategy_0053,strategicTutoring,False
targetBehavior_0227,metric_0178,hasMetric,False
targetBehavior_0049,metric_0173,hasMetric,False
instrPlan_0135,strategy_0135,strategicTutoring,False
designPractice_0044,targetBehavior_0214,hasTargetBehavior,False
gamifiedITS_0030,studentModel_0129,hasStudentModel,False
studentModel_0115,behavKnowledge_0115,hasBehaviouralKnowledge,False
instrPlan_0110,strategy_0110,strategicTutoring,False
targetBehavior_0306,metric_0198,hasMetric,False
playerType_0178,player_0178,describesPlayer,False
playerType_0152,player_0152,describesPlayer,False
player_0200,playerType_0200,isDescribedByType,False
targetBehavior_0165,metric_0244,hasMetric,False
player_0114,playerType_0114,isDescribedByType,False
gamModel_0021,engLoop_0021,hasActivityLoops,False
targetBehavior_0191,metric_0570,hasMetric,False
targetBehavior_0387,metric_0543,hasMetric,False
playerType_0048,player_0048,describesPlayer,False
designPractice_0016,targetBehavior_0305,hasTargetBehavior,False
targetBehavior_0351,metric_0231,hasMetric,False
targetBehavior_0018,metric_0524,hasMetric,False
studentModel_0172,behavKnowledge_0172,hasBehaviouralKnowledge,False
player_0077,playerModel_0077,isClassifiedBy,False
playerModel_0124,player_0124,classifiesPlayer,False
playerType_0133,player_0133,describesPlayer,False
studentModel_0119,player_0119,includes,False
playerType_0168,player_0168,describesPlayer,False
instrPlan_0177,sequencing_0177,has_Sequencing,False
player_0052,playerType_0052,isDescribedByType,False
designPractice_0024,targetBehavior_0145,hasTargetBehavior,False
playerType_0066,player_0066,describesPlayer,False
playerType_0123,player_0123,describesPlayer,False
instrPlan_0118,sequencing_0118,has_Sequencing,False
instrPlan_0181,strategy_0181,strategicTutoring,False
player_0167,playerModel_0167,isClassifiedBy,False
targetBehavior_0127,metric_0180,hasMetric,False
instrPlan_0041,strategy_0041,strategicTutoring,False
gato.owl,gado_full.owl,imports,False
designPractice_0040,combat_0006,hasGameElement,False
studentModel_0112,behavKnowledge_0112,hasBehaviouralKnowledge,False
studentModel_0124,player_0124,includes,False
player_0113,playerModel_0113,isClassifiedBy,False
studentModel_0023,behavKnowledge_0023,hasBehaviouralKnowledge,False
instrPlan_0010,strategy_0010,strategicTutoring,False
targetBehavior_0045,metric_0439,hasMetric,False
player_0143,playerModel_0143,isClassifiedBy,False
studentModel_0146,player_0146,includes,False
designPractice_0007,teams_0009,hasGameElement,False
designPractice_0033,avatars_0016,hasGameElement,False
targetBehavior_0399,metric_0440,hasMetric,False
studentModel_0128,player_0128,includes,False
studentModel_0013,player_0013,includes,False
playerType_0127,player_0127,describesPlayer,False
playerModel_0080,player_0080,classifiesPlayer,False
instrPlan_0095,sequencing_0095,has_Sequencing,False
instrPlan_0146,strategy_0146,strategicTutoring,False
targetBehavior_0328,metric_0234,hasMetric,False
playerType_0116,player_0116,describesPlayer,False
targetBehavior_0040,metric_0254,hasMetric,False
playerType_0093,player_0093,describesPlayer,False
gamifiedITS_0064,studentModel_0152,hasStudentModel,False
player_0064,playerType_0064,isDescribedByType,False
targetBehavior_0200,metric_0455,hasMetric,False
targetBehavior_0107,metric_0512,hasMetric,False
designPractice_0050,cooperation_0015,hasGameElement,False
player_0155,playerType_0155,isDescribedByType,False
targetBehavior_0100,metric_0254,hasMetric,False
instrPlan_0068,sequencing_0068,has_Sequencing,False
isTiedTo,GDE_Component,domain,False
designPractice_0019,cooperation_0006,hasGameElement,False
studentModel_0001,behavKnowledge_0001,hasBehaviouralKnowledge,False
targetBehavior_0345,metric_0457,hasMetric,False
studentModel_0060,behavKnowledge_0060,hasBehaviouralKnowledge,False
instrPlan_0065,sequencing_0065,has_Sequencing,False
targetBehavior_0333,metric_0383,hasMetric,False
Conqueror,Thing,subClassOf,True
targetBehavior_0111,metric_0177,hasMetric,False
targetBehavior_0234,metric_0093,hasMetric,False
targetBehavior_0272,metric_0169,hasMetric,False
studentModel_0046,behavKnowledge_0046,hasBehaviouralKnowledge,False
targetBehavior_0063,metric_0470,hasMetric,False
designPractice_0001,targetBehavior_0274,hasTargetBehavior,False
targetBehavior_0344,metric_0032,hasMetric,False
studentModel_0058,player_0058,includes,False
playerType_0128,player_0128,describesPlayer,False
designPractice_0003,competition_0008,hasGameElement,False
targetBehavior_0021,metric_0551,hasMetric,False
playerType_0106,player_0106,describesPlayer,False
studentModel_0127,player_0127,includes,False
playerModel_0118,player_0118,classifiesPlayer,False
targetBehavior_0393,metric_0083,hasMetric,False
playerModel_0098,player_0098,classifiesPlayer,False
designPractice_0037,targetBehavior_0071,hasTargetBehavior,False
studentModel_0084,player_0084,includes,False
targetBehavior_0324,metric_0244,hasMetric,False
BehaviouralKnowledge,Thing,subClassOf,True
targetBehavior_0024,metric_0055,hasMetric,False
studentModel_0019,behavKnowledge_0019,hasBehaviouralKnowledge,False
instrPlan_0124,sequencing_0124,has_Sequencing,False
playerModel_0188,player_0188,classifiesPlayer,False
targetBehavior_0384,metric_0121,hasMetric,False
playerType_0056,player_0056,describesPlayer,False
Catalogue,Thing,subClassOf,True
targetBehavior_0320,metric_0498,hasMetric,False
hasPedagogicalModel,GamifiedITS,domain,False
designPractice_0034,targetBehavior_0026,hasTargetBehavior,False
instrPlan_0029,strategy_0029,strategicTutoring,False
playerType_0009,player_0009,describesPlayer,False
studentModel_0072,player_0072,includes,False
gamifiedITS_0036,studentModel_0106,hasStudentModel,False
targetBehavior_0007,metric_0105,hasMetric,False
targetBehavior_0214,metric_0557,hasMetric,False
designPractice_0030,targetBehavior_0057,hasTargetBehavior,False
instrPlan_0160,sequencing_0160,has_Sequencing,False
playerModel_0064,player_0064,classifiesPlayer,False
targetBehavior_0232,metric_0505,hasMetric,False
designPractice_0035,theme_0019,hasGameElement,False
Target_Behavior,Player_Action,equivalentClass,True
teachesDomain,Course,domain,False
gamifiedITS_0007,gamModel_0037,hasGamificationModel,False
designPractice_0050,social_graph_0009,hasGameElement,False
targetBehavior_0090,metric_0321,hasMetric,False
targetBehavior_0058,metric_0385,hasMetric,False
studentModel_0114,player_0114,includes,False
CurriculumUnit,THINGInstrutionalPlan,subClassOf,True
targetBehavior_0400,metric_0039,hasMetric,False
playerModel_0127,player_0127,classifiesPlayer,False
targetBehavior_0130,metric_0356,hasMetric,False
playerType_0105,player_0105,describesPlayer,False
gamModel_0016,engLoop_0016,hasActivityLoops,False
playerModel_0026,player_0026,classifiesPlayer,False
studentModel_0132,player_0132,includes,False
designPractice_0033,targetBehavior_0152,hasTargetBehavior,False
targetBehavior_0200,metric_0095,hasMetric,False
instrPlan_0028,sequencing_0028,has_Sequencing,False
targetBehavior_0296,metric_0064,hasMetric,False
targetBehavior_0356,metric_0282,hasMetric,False
targetBehavior_0005,metric_0220,hasMetric,False
Boss_Fights,Thing,subClassOf,True
instrPlan_0172,strategy_0172,strategicTutoring,False
targetBehavior_0315,metric_0425,hasMetric,False
studentModel_0186,behavKnowledge_0186,hasBehaviouralKnowledge,False
targetBehavior_0152,metric_0071,hasMetric,False
designPractice_0049,avatars_0014,hasGameElement,False
playerModel_0182,player_0182,classifiesPlayer,False
player_0141,playerType_0141,isDescribedByType,False
targetBehavior_0393,metric_0500,hasMetric,False
studentModel_0087,behavKnowledge_0087,hasBehaviouralKnowledge,False
instrPlan_0020,sequencing_0020,has_Sequencing,False
instrPlan_0149,strategy_0149,strategicTutoring,False
targetBehavior_0378,metric_0265,hasMetric,False
instrPlan_0127,sequencing_0127,has_Sequencing,False
targetBehavior_0308,metric_0446,hasMetric,False
targetBehavior_0043,metric_0243,hasMetric,False
playerType_0077,player_0077,describesPlayer,False
player_0086,playerModel_0086,isClassifiedBy,False
designPractice_0038,virtual_goods_0019,hasGameElement,False
player_0015,playerModel_0015,isClassifiedBy,False
hasPlayerInteraction,interactsIn,inverseOf,False
targetBehavior_0388,metric_0056,hasMetric,False
Yee_Social_Component,Yees_Motivational_Components,subClassOf,True
leadsToCompetition,Leaderboards,domain,False
player_0031,playerModel_0031,isClassifiedBy,False
metricDescription,string,range,False
targetBehavior_0192,metric_0564,hasMetric,False
Narrative,GDE_Dynamic,subClassOf,True
instrPlan_0194,strategy_0194,strategicTutoring,False
studentModel_0165,behavKnowledge_0165,hasBehaviouralKnowledge,False
instrPlan_0142,strategy_0142,strategicTutoring,False
instrPlan_0136,sequencing_0136,has_Sequencing,False
targetBehavior_0241,metric_0114,hasMetric,False
targetBehavior_0127,metric_0317,hasMetric,False
instrPlan_0013,sequencing_0013,has_Sequencing,False
targetBehavior_0034,metric_0469,hasMetric,False
gamifiedITS_0059,instrPlan_0029,hasPedagogicalModel,False
targetBehavior_0347,metric_0565,hasMetric,False
targetBehavior_0312,metric_0407,hasMetric,False
targetBehavior_0273,metric_0055,hasMetric,False
gamifiedITS_0037,instrPlan_0194,hasPedagogicalModel,False
hasTargetBehavior,DesignPractice,domain,False
player_0179,playerModel_0179,isClassifiedBy,False
playerType_0188,player_0188,describesPlayer,False
gamModel_0026,progLoop_0026,hasActivityLoops,False
designPractice_0015,social_graph_0014,hasGameElement,False
targetBehavior_0279,metric_0403,hasMetric,False
player_0028,playerType_0028,isDescribedByType,False
player_0073,playerType_0073,isDescribedByType,False
playerModel_0116,player_0116,classifiesPlayer,False
instrPlan_0035,sequencing_0035,has_Sequencing,False
targetBehavior_0225,metric_0058,hasMetric,False
player_0163,playerType_0163,isDescribedByType,False
instrPlan_0113,sequencing_0113,has_Sequencing,False
studentModel_0038,player_0038,includes,False
instrPlan_0045,sequencing_0045,has_Sequencing,False
gamifiedITS_0027,studentModel_0060,hasStudentModel,False
instrPlan_0172,sequencing_0172,has_Sequencing,False
targetBehavior_0190,metric_0032,hasMetric,False
designPractice_0010,win_states_0005,hasGameElement,False
instrPlan_0055,sequencing_0055,has_Sequencing,False
designPractice_0041,turns_0005,hasGameElement,False
hasBehaviouralKnowledge,StudentModel,domain,False
playerType_0103,player_0103,describesPlayer,False
gato.owl,its_pedagogical.owl,imports,False
playerType_0122,player_0122,describesPlayer,False
targetBehavior_0362,metric_0111,hasMetric,False
player_0084,playerModel_0084,isClassifiedBy,False
player_0165,playerType_0165,isDescribedByType,False
targetBehavior_0317,metric_0597,hasMetric,False
targetBehavior_0041,metric_0461,hasMetric,False
MatchColumnProblem,Thing,subClassOf,True
targetBehavior_0217,metric_0353,hasMetric,False
gamifiedITS_0034,studentModel_0058,hasStudentModel,False
designPractice_0043,win_states_0002,hasGameElement,False
gamifiedITS_0047,studentModel_0181,hasStudentModel,False
GenericOperator,Thing,subClassOf,True
instrPlan_0173,sequencing_0173,has_Sequencing,False
gamModel_0005,engLoop_0005,hasActivityLoops,False
designPractice_0025,targetBehavior_0312,hasTargetBehavior,False
instrPlan_0123,strategy_0123,strategicTutoring,False
Yee_Role-Playing,Thing,subClassOf,True
targetBehavior_0089,metric_0105,hasMetric,False
player_0001,playerModel_0001,isClassifiedBy,False
studentModel_0091,behavKnowledge_0091,hasBehaviouralKnowledge,False
Bug,Thing,subClassOf,True
Motivational_Component,Thing,subClassOf,True
instrPlan_0012,strategy_0012,strategicTutoring,False
playerModel_0030,player_0030,classifiesPlayer,False
studentModel_0186,player_0186,includes,False
player_0079,playerModel_0079,isClassifiedBy,False
previous_Unit,ResourceUnit,domain,False
studentModel_0109,behavKnowledge_0109,hasBehaviouralKnowledge,False
studentModel_0188,behavKnowledge_0188,hasBehaviouralKnowledge,False
targetBehavior_0173,metric_0299,hasMetric,False
instrPlan_0198,sequencing_0198,has_Sequencing,False
instrPlan_0119,strategy_0119,strategicTutoring,False
targetBehavior_0032,metric_0282,hasMetric,False
player_0077,playerType_0077,isDescribedByType,False
